timestamp,tenant_id,agent_id,provider,model,input_tokens,output_tokens,total_tokens,duration_ms,status,input_cost_usd,output_cost_usd,total_cost_usd,anomaly_flag
2025-12-17T10:18:51,C1_SMALL,Audit,mistral,mistral,754,821,1575,2890,OK,0.000226,0.000657,0.000883,False
2025-12-17T16:48:39,C1_SMALL,Audit,openai,gpt-4,250,288,538,1667,OK,0.0025,0.00864,0.01114,False
2025-12-17T07:43:51,C1_SMALL,data_extractor,openai,gpt-4,136,356,492,2934,OK,0.00136,0.01068,0.01204,False
2025-12-17T10:21:13,C1_SMALL,data_extractor,mistral,mistral,746,815,1561,514,OK,0.000224,0.000652,0.000876,False
2025-12-17T14:01:42,C1_SMALL,data_extractor,openai,gpt-3.5,519,722,1241,2394,OK,0.00026,0.001083,0.001342,False
2025-12-17T09:57:07,C1_SMALL,Audit,openai,gpt-4,1477,746,2223,677,OK,0.01477,0.02238,0.03715,False
2025-12-17T08:51:54,C1_SMALL,data_extractor,openai,gpt-3.5,514,287,801,1735,OK,0.000257,0.000431,0.000687,False
2025-12-17T21:12:46,C1_SMALL,data_extractor,openai,gpt-3.5,175,1088,1263,1098,OK,8.7e-05,0.001632,0.00172,False
2025-12-17T05:25:24,C1_SMALL,support_bot,mistral,mistral,931,168,1099,1472,OK,0.000279,0.000134,0.000414,False
2025-12-17T10:41:45,C1_SMALL,ops_analyzer,openai,gpt-3.5,1944,1319,3263,2353,OK,0.000972,0.001978,0.00295,False
2025-12-17T11:15:19,C1_SMALL,data_extractor,mistral,mistral,1865,1237,3102,1760,OK,0.000559,0.00099,0.001549,False
2025-12-17T11:32:30,C1_SMALL,data_extractor,mistral,mistral,691,504,1195,1001,OK,0.000207,0.000403,0.000611,False
2025-12-17T08:08:47,C1_SMALL,data_extractor,mistral,mistral,1281,39,1320,151,BLOCKED,0.000384,3.1e-05,0.000415,False
2025-12-17T12:01:17,C1_SMALL,ops_analyzer,openai,gpt-3.5,1640,1464,3104,351,OK,0.00082,0.002196,0.003016,False
2025-12-17T08:45:27,C1_SMALL,support_bot,openai,gpt-4,424,240,664,2230,OK,0.00424,0.0072,0.01144,False
2025-12-17T10:29:05,C1_SMALL,Audit,openai,gpt-4,1532,318,1850,536,OK,0.01532,0.00954,0.02486,False
2025-12-17T13:54:52,C1_SMALL,ops_analyzer,openai,gpt-4,1852,970,2822,893,OK,0.01852,0.0291,0.04762,False
2025-12-17T08:52:34,C1_SMALL,data_extractor,openai,gpt-3.5,1872,996,2868,2363,OK,0.000936,0.001494,0.00243,False
2025-12-17T14:30:00,C1_SMALL,ops_analyzer,openai,gpt-4,1170,457,1627,1884,OK,0.0117,0.01371,0.02541,False
