timestamp,tenant_id,agent_id,provider,model,input_tokens,output_tokens,total_tokens,duration_ms,status,input_cost_usd,output_cost_usd,total_cost_usd,anomaly_flag
2025-12-21T16:11:17,C1_SMALL,data_extractor,mistral,mistral,1641,621,2262,380,OK,0.000492,0.000497,0.000989,False
2025-12-21T09:33:36,C1_SMALL,data_extractor,openai,gpt-3.5,1713,790,2503,1143,OK,0.000857,0.001185,0.002041,False
2025-12-21T17:34:57,C1_SMALL,ops_analyzer,openai,gpt-3.5,491,1327,1818,695,OK,0.000246,0.001991,0.002236,False
2025-12-21T10:22:44,C1_SMALL,Audit,openai,gpt-4,1425,240,1665,2906,OK,0.01425,0.0072,0.02145,False
2025-12-21T13:38:47,C1_SMALL,data_extractor,mistral,mistral,352,615,967,2136,OK,0.000106,0.000492,0.000598,False
2025-12-21T14:14:39,C1_SMALL,support_bot,openai,gpt-4,796,1038,1834,2855,OK,0.00796,0.03114,0.0391,False
2025-12-21T01:34:16,C1_SMALL,support_bot,openai,gpt-4,1124,631,1755,1837,OK,0.01124,0.01893,0.03017,False
2025-12-21T17:03:19,C1_SMALL,support_bot,openai,gpt-3.5,733,553,1286,770,OK,0.000367,0.00083,0.001196,False
2025-12-21T01:58:24,C1_SMALL,ops_analyzer,mistral,mistral,290,201,491,577,OK,8.7e-05,0.000161,0.000248,False
2025-12-21T12:17:56,C1_SMALL,support_bot,mistral,mistral,243,1003,1246,907,OK,7.3e-05,0.000802,0.000875,False
2025-12-21T11:36:50,C1_SMALL,support_bot,mistral,mistral,1184,1141,2325,2489,OK,0.000355,0.000913,0.001268,False
2025-12-21T20:23:55,C1_SMALL,data_extractor,openai,gpt-3.5,1772,840,2612,1806,OK,0.000886,0.00126,0.002146,False
2025-12-21T10:37:55,C1_SMALL,data_extractor,mistral,mistral,1946,6,1952,53,BLOCKED,0.000584,5e-06,0.000589,False
2025-12-21T22:46:03,C1_SMALL,Audit,mistral,mistral,1076,21,1097,18051,TIMEOUT,0.000323,1.7e-05,0.00034,False
2025-12-21T17:07:00,C1_SMALL,data_extractor,mistral,mistral,727,1225,1952,655,OK,0.000218,0.00098,0.001198,False
2025-12-21T16:14:45,C1_SMALL,data_extractor,mistral,mistral,1736,511,2247,2038,OK,0.000521,0.000409,0.00093,False
2025-12-21T09:02:59,C1_SMALL,Audit,openai,gpt-3.5,1679,1065,2744,541,OK,0.00084,0.001597,0.002437,False
2025-12-21T18:44:21,C1_SMALL,Audit,openai,gpt-3.5,852,599,1451,2831,OK,0.000426,0.000898,0.001324,False
2025-12-21T14:35:29,C1_SMALL,ops_analyzer,openai,gpt-4,854,197,1051,1006,OK,0.00854,0.00591,0.01445,False
2025-12-21T16:44:27,C1_SMALL,ops_analyzer,openai,gpt-4,189,497,686,2114,OK,0.00189,0.01491,0.0168,False
2025-12-21T02:58:17,C1_SMALL,ops_analyzer,openai,gpt-3.5,470,194,664,957,OK,0.000235,0.000291,0.000526,False
2025-12-21T17:12:06,C1_SMALL,data_extractor,mistral,mistral,808,1452,2260,630,OK,0.000242,0.001162,0.001404,False
2025-12-21T00:04:15,C2_MEDIUM,data_extractor,openai,gpt-3.5,1110,1358,2468,1211,OK,0.000555,0.002037,0.002592,False
2025-12-21T16:35:30,C2_MEDIUM,support_bot,mistral,mistral,422,639,1061,2255,OK,0.000127,0.000511,0.000638,False
2025-12-21T10:51:53,C2_MEDIUM,data_extractor,openai,gpt-3.5,1769,1172,2941,2816,OK,0.000884,0.001758,0.002642,False
2025-12-21T18:05:24,C2_MEDIUM,support_bot,openai,gpt-3.5,814,96,910,1556,OK,0.000407,0.000144,0.000551,False
2025-12-21T09:56:01,C2_MEDIUM,data_extractor,mistral,mistral,539,1254,1793,801,OK,0.000162,0.001003,0.001165,False
2025-12-21T14:48:07,C2_MEDIUM,ops_analyzer,openai,gpt-4,414,35,449,61,BLOCKED,0.00414,0.00105,0.00519,False
2025-12-21T09:12:32,C2_MEDIUM,Audit,openai,gpt-3.5,1319,1255,2574,2872,OK,0.00066,0.001882,0.002542,False
2025-12-21T07:04:43,C2_MEDIUM,Audit,mistral,mistral,1733,269,2002,2203,OK,0.00052,0.000215,0.000735,False
2025-12-21T09:21:14,C2_MEDIUM,ops_analyzer,openai,gpt-3.5,238,483,721,1028,OK,0.000119,0.000724,0.000843,False
2025-12-21T21:18:17,C2_MEDIUM,data_extractor,mistral,mistral,715,203,918,2509,OK,0.000214,0.000162,0.000377,False
2025-12-21T15:56:49,C2_MEDIUM,ops_analyzer,mistral,mistral,1845,898,2743,1892,OK,0.000553,0.000718,0.001272,False
2025-12-21T11:52:35,C2_MEDIUM,Audit,mistral,mistral,437,872,1309,2894,OK,0.000131,0.000698,0.000829,False
2025-12-21T13:19:25,C2_MEDIUM,Audit,openai,gpt-3.5,859,1183,2042,1510,OK,0.000429,0.001775,0.002204,False
2025-12-21T05:27:35,C2_MEDIUM,support_bot,openai,gpt-4,1082,976,2058,644,OK,0.01082,0.02928,0.0401,False
2025-12-21T13:17:04,C2_MEDIUM,Audit,openai,gpt-4,1086,651,1737,627,OK,0.01086,0.01953,0.03039,False
2025-12-21T09:52:21,C2_MEDIUM,ops_analyzer,mistral,mistral,1174,1331,2505,1601,OK,0.000352,0.001065,0.001417,False
2025-12-21T02:25:54,C2_MEDIUM,support_bot,openai,gpt-3.5,1857,63,1920,23075,TIMEOUT,0.000928,9.5e-05,0.001023,False
2025-12-21T17:58:11,C2_MEDIUM,Audit,mistral,mistral,946,1215,2161,1898,OK,0.000284,0.000972,0.001256,False
2025-12-21T10:48:13,C2_MEDIUM,support_bot,mistral,mistral,732,893,1625,1788,OK,0.00022,0.000714,0.000934,False
2025-12-21T22:25:51,C2_MEDIUM,ops_analyzer,openai,gpt-4,972,909,1881,2132,OK,0.00972,0.02727,0.03699,False
