timestamp,tenant_id,agent_id,provider,model,input_tokens,output_tokens,total_tokens,duration_ms,status,input_cost_usd,output_cost_usd,total_cost_usd,anomaly_flag
2025-11-01T12:38:17,C1_SMALL,Audit,openai,gpt-4,1032,108,1140,2320,OK,0.01032,0.00324,0.01356,False
2025-11-01T12:50:42,C1_SMALL,data_extractor,openai,gpt-4,1680,1089,2769,948,OK,0.0168,0.03267,0.04947,False
2025-11-01T06:59:19,C1_SMALL,Audit,mistral,mistral,1102,1058,2160,807,OK,0.000331,0.000846,0.001177,False
2025-11-01T08:39:25,C1_SMALL,support_bot,openai,gpt-3.5,1468,1366,2834,2109,OK,0.000734,0.002049,0.002783,False
2025-11-01T09:26:48,C1_SMALL,Audit,openai,gpt-4,1829,567,2396,1517,OK,0.01829,0.01701,0.0353,False
2025-11-01T13:37:05,C1_SMALL,Audit,mistral,mistral,806,867,1673,1116,OK,0.000242,0.000694,0.000935,False
2025-11-01T16:36:17,C1_SMALL,data_extractor,mistral,mistral,1996,1101,3097,654,OK,0.000599,0.000881,0.00148,False
2025-11-01T13:33:17,C1_SMALL,data_extractor,openai,gpt-4,192,1,193,274,ERROR,0.00192,3e-05,0.00195,False
2025-11-01T11:50:41,C1_SMALL,support_bot,mistral,mistral,299,1075,1374,2402,OK,9e-05,0.00086,0.00095,False
2025-11-01T06:58:49,C1_SMALL,support_bot,openai,gpt-3.5,1490,121,1611,213,OK,0.000745,0.000181,0.000927,False
2025-11-01T18:44:34,C1_SMALL,support_bot,openai,gpt-3.5,1333,74,1407,618,OK,0.000666,0.000111,0.000777,False
2025-11-01T09:44:18,C1_SMALL,Audit,openai,gpt-3.5,1514,85,1599,767,OK,0.000757,0.000128,0.000884,False
2025-11-01T13:20:11,C1_SMALL,ops_analyzer,openai,gpt-3.5,752,44,796,88,ERROR,0.000376,6.6e-05,0.000442,False
2025-11-01T19:12:30,C1_SMALL,Audit,openai,gpt-3.5,1398,130,1528,1460,OK,0.000699,0.000195,0.000894,False
2025-11-01T15:07:43,C1_SMALL,support_bot,openai,gpt-4,1796,1316,3112,2310,OK,0.01796,0.03948,0.05744,False
2025-11-01T12:32:00,C1_SMALL,support_bot,mistral,mistral,339,775,1114,2224,OK,0.000102,0.00062,0.000722,False
2025-11-01T03:32:19,C1_SMALL,support_bot,openai,gpt-4,232,328,560,214,OK,0.00232,0.00984,0.01216,False
2025-11-01T13:42:06,C1_SMALL,ops_analyzer,openai,gpt-4,808,145,953,728,OK,0.00808,0.00435,0.01243,False
2025-11-01T12:11:27,C1_SMALL,data_extractor,openai,gpt-3.5,1474,613,2087,1323,OK,0.000737,0.000919,0.001656,False
2025-11-01T20:44:26,C1_SMALL,ops_analyzer,openai,gpt-3.5,207,1421,1628,757,OK,0.000103,0.002132,0.002235,False
2025-11-01T13:48:30,C1_SMALL,support_bot,openai,gpt-3.5,530,151,681,594,OK,0.000265,0.000227,0.000492,False
2025-11-01T14:11:28,C1_SMALL,ops_analyzer,openai,gpt-4,1770,1367,3137,2340,OK,0.0177,0.04101,0.05871,False
2025-11-01T18:24:45,C1_SMALL,support_bot,mistral,mistral,400,773,1173,1547,OK,0.00012,0.000618,0.000738,False
2025-11-01T14:44:01,C1_SMALL,data_extractor,mistral,mistral,825,675,1500,2821,OK,0.000247,0.00054,0.000788,False
2025-11-01T17:34:23,C1_SMALL,data_extractor,openai,gpt-4,770,1272,2042,2191,OK,0.0077,0.03816,0.04586,False
2025-11-01T17:16:02,C1_SMALL,ops_analyzer,openai,gpt-4,968,798,1766,2211,OK,0.00968,0.02394,0.03362,False
2025-11-01T15:17:33,C2_MEDIUM,Audit,mistral,mistral,1281,1308,2589,1166,OK,0.000384,0.001046,0.001431,False
2025-11-01T04:21:48,C2_MEDIUM,support_bot,mistral,mistral,453,12,465,303,ERROR,0.000136,1e-05,0.000145,False
2025-11-01T17:28:48,C2_MEDIUM,ops_analyzer,mistral,mistral,1492,1114,2606,2989,OK,0.000448,0.000891,0.001339,False
2025-11-01T14:53:30,C2_MEDIUM,support_bot,mistral,mistral,519,1057,1576,2172,OK,0.000156,0.000846,0.001001,False
2025-11-01T13:19:48,C2_MEDIUM,support_bot,openai,gpt-3.5,867,787,1654,2751,OK,0.000434,0.001181,0.001614,False
2025-11-01T13:54:33,C2_MEDIUM,Audit,mistral,mistral,310,185,495,2071,OK,9.3e-05,0.000148,0.000241,False
2025-11-01T16:51:02,C2_MEDIUM,Audit,openai,gpt-4,1802,177,1979,2858,OK,0.01802,0.00531,0.02333,False
