timestamp,tenant_id,agent_id,provider,model,input_tokens,output_tokens,total_tokens,duration_ms,status,input_cost_usd,output_cost_usd,total_cost_usd,anomaly_flag
2025-11-17T08:09:54,C1_SMALL,ops_analyzer,openai,gpt-4,615,202,817,299,OK,0.00615,0.00606,0.01221,False
2025-11-17T14:21:00,C1_SMALL,data_extractor,openai,gpt-4,1568,55,1623,1960,OK,0.01568,0.00165,0.01733,False
2025-11-17T14:27:50,C1_SMALL,Audit,openai,gpt-4,1292,1245,2537,2255,OK,0.01292,0.03735,0.05027,False
2025-11-17T17:28:14,C1_SMALL,ops_analyzer,mistral,mistral,1197,62,1259,2662,OK,0.000359,5e-05,0.000409,False
2025-11-17T09:29:06,C1_SMALL,Audit,openai,gpt-3.5,1562,604,2166,2254,OK,0.000781,0.000906,0.001687,False
2025-11-17T18:35:59,C1_SMALL,Audit,mistral,mistral,917,525,1442,1444,OK,0.000275,0.00042,0.000695,False
2025-11-17T08:19:34,C1_SMALL,ops_analyzer,mistral,mistral,884,724,1608,2702,OK,0.000265,0.000579,0.000844,False
2025-11-17T08:45:25,C1_SMALL,ops_analyzer,mistral,mistral,495,156,651,2496,OK,0.000148,0.000125,0.000273,False
2025-11-17T20:36:09,C1_SMALL,ops_analyzer,mistral,mistral,1146,810,1956,2358,OK,0.000344,0.000648,0.000992,False
2025-11-17T14:06:46,C1_SMALL,data_extractor,openai,gpt-4,313,1255,1568,1082,OK,0.00313,0.03765,0.04078,False
2025-11-17T08:07:00,C1_SMALL,data_extractor,mistral,mistral,410,496,906,706,OK,0.000123,0.000397,0.00052,False
2025-11-17T10:07:32,C1_SMALL,support_bot,mistral,mistral,1335,439,1774,2334,OK,0.0004,0.000351,0.000752,False
2025-11-17T14:48:37,C1_SMALL,ops_analyzer,openai,gpt-3.5,1643,9,1652,393,ERROR,0.000822,1.3e-05,0.000835,False
2025-11-17T11:12:34,C1_SMALL,support_bot,mistral,mistral,1503,1043,2546,382,OK,0.000451,0.000834,0.001285,False
2025-11-17T09:07:46,C1_SMALL,support_bot,mistral,mistral,524,396,920,2297,OK,0.000157,0.000317,0.000474,False
2025-11-17T14:12:06,C1_SMALL,ops_analyzer,mistral,mistral,1225,1082,2307,2864,OK,0.000367,0.000866,0.001233,False
2025-11-17T17:10:40,C1_SMALL,ops_analyzer,openai,gpt-4,1215,531,1746,2995,OK,0.01215,0.01593,0.02808,False
2025-11-17T17:46:58,C1_SMALL,data_extractor,mistral,mistral,843,630,1473,466,OK,0.000253,0.000504,0.000757,False
2025-11-17T17:01:11,C1_SMALL,support_bot,mistral,mistral,168,1036,1204,667,OK,5e-05,0.000829,0.000879,False
2025-11-17T20:21:21,C1_SMALL,Audit,openai,gpt-4,1918,711,2629,1496,OK,0.01918,0.02133,0.04051,False
2025-11-17T09:52:46,C1_SMALL,support_bot,openai,gpt-3.5,1345,446,1791,2151,OK,0.000673,0.000669,0.001342,False
2025-11-17T14:09:40,C1_SMALL,Audit,openai,gpt-4,1628,200,1828,2624,OK,0.01628,0.006,0.02228,False
2025-11-17T14:01:29,C1_SMALL,ops_analyzer,openai,gpt-3.5,1935,1419,3354,674,OK,0.000968,0.002129,0.003096,False
2025-11-17T12:50:30,C1_SMALL,support_bot,openai,gpt-4,1286,291,1577,2181,OK,0.01286,0.00873,0.02159,False
2025-11-17T14:29:33,C1_SMALL,support_bot,openai,gpt-4,583,1342,1925,2903,OK,0.00583,0.04026,0.04609,False
2025-11-17T13:41:20,C1_SMALL,ops_analyzer,mistral,mistral,725,515,1240,313,OK,0.000217,0.000412,0.00063,False
2025-11-17T10:24:49,C1_SMALL,Audit,openai,gpt-3.5,637,334,971,1110,OK,0.000318,0.000501,0.00082,False
2025-11-17T09:11:25,C1_SMALL,Audit,mistral,mistral,1933,498,2431,2656,OK,0.00058,0.000398,0.000978,False
2025-11-17T05:51:24,C1_SMALL,data_extractor,openai,gpt-4,1001,9,1010,109,ERROR,0.01001,0.00027,0.01028,False
2025-11-17T09:54:42,C1_SMALL,ops_analyzer,mistral,mistral,790,78,868,1545,OK,0.000237,6.2e-05,0.000299,False
2025-11-17T06:43:11,C1_SMALL,Audit,mistral,mistral,935,988,1923,1075,OK,0.00028,0.00079,0.001071,False
2025-11-17T14:49:16,C1_SMALL,support_bot,mistral,mistral,1744,1063,2807,2589,OK,0.000523,0.00085,0.001374,False
2025-11-17T16:25:11,C1_SMALL,Audit,mistral,mistral,287,1464,1751,910,OK,8.6e-05,0.001171,0.001257,False
2025-11-17T06:30:59,C1_SMALL,data_extractor,mistral,mistral,375,6,381,323,BLOCKED,0.000112,5e-06,0.000117,False
2025-11-17T11:45:29,C1_SMALL,Audit,openai,gpt-4,1334,766,2100,1228,OK,0.01334,0.02298,0.03632,False
2025-11-17T03:05:50,C1_SMALL,Audit,mistral,mistral,1869,88,1957,16533,TIMEOUT,0.000561,7e-05,0.000631,False
2025-11-17T12:52:07,C1_SMALL,support_bot,openai,gpt-4,1913,2,1915,164,ERROR,0.01913,6e-05,0.01919,False
2025-11-17T15:08:15,C1_SMALL,Audit,openai,gpt-4,507,962,1469,620,OK,0.00507,0.02886,0.03393,False
2025-11-17T14:09:39,C1_SMALL,support_bot,openai,gpt-3.5,1030,1279,2309,1249,OK,0.000515,0.001918,0.002433,False
2025-11-17T09:13:24,C1_SMALL,support_bot,openai,gpt-3.5,303,1412,1715,1202,OK,0.000151,0.002118,0.00227,False
2025-11-17T08:22:36,C1_SMALL,support_bot,openai,gpt-3.5,1073,1107,2180,733,OK,0.000536,0.001661,0.002197,False
2025-11-17T13:34:09,C1_SMALL,support_bot,mistral,mistral,737,822,1559,2764,OK,0.000221,0.000658,0.000879,False
2025-11-17T16:51:13,C1_SMALL,support_bot,openai,gpt-4,766,929,1695,1825,OK,0.00766,0.02787,0.03553,False
2025-11-17T16:36:36,C1_SMALL,Audit,mistral,mistral,899,58,957,383,OK,0.00027,4.6e-05,0.000316,False
2025-11-17T08:23:17,C1_SMALL,support_bot,openai,gpt-4,239,693,932,1791,OK,0.00239,0.02079,0.02318,False
2025-11-17T20:07:11,C1_SMALL,Audit,openai,gpt-3.5,566,85,651,2323,OK,0.000283,0.000128,0.000411,False
2025-11-17T13:56:51,C1_SMALL,data_extractor,mistral,mistral,1219,583,1802,1873,OK,0.000366,0.000466,0.000832,False
2025-11-17T09:10:22,C1_SMALL,data_extractor,mistral,mistral,786,1445,2231,1183,OK,0.000236,0.001156,0.001392,False
2025-11-17T16:56:32,C1_SMALL,data_extractor,openai,gpt-4,107,610,717,2505,OK,0.00107,0.0183,0.01937,False
2025-11-17T13:19:34,C1_SMALL,support_bot,openai,gpt-4,314,1069,1383,488,OK,0.00314,0.03207,0.03521,False
2025-11-17T13:36:16,C1_SMALL,Audit,openai,gpt-4,1343,514,1857,2209,OK,0.01343,0.01542,0.02885,False
2025-11-17T14:45:56,C1_SMALL,data_extractor,openai,gpt-4,709,982,1691,1877,OK,0.00709,0.02946,0.03655,False
2025-11-17T08:28:51,C1_SMALL,data_extractor,openai,gpt-3.5,405,181,586,2098,OK,0.000203,0.000271,0.000474,False
2025-11-17T01:53:11,C1_SMALL,data_extractor,openai,gpt-4,972,1068,2040,2433,OK,0.00972,0.03204,0.04176,False
2025-11-17T15:47:32,C1_SMALL,Audit,openai,gpt-3.5,1143,1352,2495,912,OK,0.000572,0.002028,0.0026,False
2025-11-17T16:40:30,C1_SMALL,Audit,mistral,mistral,355,269,624,2731,OK,0.000106,0.000215,0.000322,False
2025-11-17T14:04:02,C1_SMALL,Audit,openai,gpt-3.5,967,18,985,342,ERROR,0.000483,2.7e-05,0.00051,False
2025-11-17T10:02:51,C1_SMALL,data_extractor,openai,gpt-3.5,255,980,1235,1291,OK,0.000128,0.00147,0.001597,False
2025-11-17T14:31:41,C1_SMALL,ops_analyzer,mistral,mistral,480,638,1118,2500,OK,0.000144,0.00051,0.000654,False
2025-11-17T11:04:50,C1_SMALL,data_extractor,mistral,mistral,1353,1282,2635,2289,OK,0.000406,0.001026,0.001432,False
2025-11-17T17:51:40,C1_SMALL,Audit,mistral,mistral,658,662,1320,856,OK,0.000197,0.00053,0.000727,False
2025-11-17T08:51:32,C1_SMALL,Audit,openai,gpt-3.5,1154,137,1291,2520,OK,0.000577,0.000206,0.000782,False
2025-11-17T11:46:21,C1_SMALL,Audit,mistral,mistral,1899,1184,3083,2954,OK,0.00057,0.000947,0.001517,False
2025-11-17T12:23:37,C1_SMALL,data_extractor,openai,gpt-3.5,493,792,1285,299,OK,0.000247,0.001188,0.001435,False
2025-11-17T13:17:07,C1_SMALL,data_extractor,mistral,mistral,321,1212,1533,2388,OK,9.6e-05,0.00097,0.001066,False
2025-11-17T02:38:28,C1_SMALL,data_extractor,openai,gpt-3.5,1370,1033,2403,1182,OK,0.000685,0.001549,0.002234,False
2025-11-17T05:57:44,C1_SMALL,support_bot,openai,gpt-4,1572,880,2452,1595,OK,0.01572,0.0264,0.04212,False
2025-11-17T08:54:15,C1_SMALL,support_bot,openai,gpt-3.5,439,363,802,2842,OK,0.000219,0.000544,0.000764,False
2025-11-17T05:58:56,C1_SMALL,support_bot,openai,gpt-4,855,1140,1995,2085,OK,0.00855,0.0342,0.04275,False
2025-11-17T12:07:23,C1_SMALL,data_extractor,mistral,mistral,903,967,1870,336,OK,0.000271,0.000774,0.001045,False
2025-11-17T14:15:27,C1_SMALL,ops_analyzer,openai,gpt-3.5,273,432,705,754,OK,0.000137,0.000648,0.000785,False
2025-11-17T18:11:54,C1_SMALL,support_bot,openai,gpt-3.5,1240,52,1292,2048,OK,0.00062,7.8e-05,0.000698,False
2025-11-17T08:06:26,C1_SMALL,ops_analyzer,mistral,mistral,752,738,1490,1476,OK,0.000226,0.00059,0.000816,False
2025-11-17T11:01:40,C1_SMALL,Audit,mistral,mistral,357,474,831,401,OK,0.000107,0.000379,0.000486,False
2025-11-17T16:21:05,C1_SMALL,ops_analyzer,mistral,mistral,496,946,1442,1362,OK,0.000149,0.000757,0.000906,False
2025-11-17T12:44:43,C1_SMALL,Audit,mistral,mistral,835,486,1321,1898,OK,0.00025,0.000389,0.000639,False
