timestamp,tenant_id,agent_id,provider,model,input_tokens,output_tokens,total_tokens,duration_ms,status,input_cost_usd,output_cost_usd,total_cost_usd,anomaly_flag
2026-01-02T15:32:16,C1_SMALL,data_extractor,openai,gpt-4,503,930,1433,2648,OK,0.00503,0.0279,0.03293,False
2026-01-02T21:24:55,C1_SMALL,support_bot,mistral,mistral,887,556,1443,1175,OK,0.000266,0.000445,0.000711,False
2026-01-02T13:36:49,C1_SMALL,support_bot,openai,gpt-3.5,141,170,311,542,OK,7e-05,0.000255,0.000325,False
2026-01-02T17:29:40,C1_SMALL,data_extractor,openai,gpt-4,1529,462,1991,2294,OK,0.01529,0.01386,0.02915,False
2026-01-02T17:04:29,C1_SMALL,ops_analyzer,openai,gpt-4,300,1323,1623,2311,OK,0.003,0.03969,0.04269,False
2026-01-02T15:03:58,C1_SMALL,support_bot,mistral,mistral,1185,18,1203,419,ERROR,0.000355,1.4e-05,0.00037,False
2026-01-02T16:18:59,C1_SMALL,Audit,openai,gpt-3.5,506,779,1285,2748,OK,0.000253,0.001169,0.001422,False
2026-01-02T15:10:04,C1_SMALL,Audit,mistral,mistral,650,1445,2095,2605,OK,0.000195,0.001156,0.001351,False
2026-01-02T08:34:20,C1_SMALL,support_bot,openai,gpt-4,1340,370,1710,1606,OK,0.0134,0.0111,0.0245,False
2026-01-02T14:35:06,C1_SMALL,ops_analyzer,openai,gpt-4,1553,556,2109,2894,OK,0.01553,0.01668,0.03221,False
2026-01-02T09:34:37,C1_SMALL,data_extractor,openai,gpt-3.5,1618,708,2326,2675,OK,0.000809,0.001062,0.001871,False
2026-01-02T15:41:10,C1_SMALL,data_extractor,openai,gpt-4,686,1304,1990,1096,OK,0.00686,0.03912,0.04598,False
2026-01-02T12:21:54,C1_SMALL,ops_analyzer,mistral,mistral,597,961,1558,1963,OK,0.000179,0.000769,0.000948,False
2026-01-02T01:36:30,C1_SMALL,support_bot,openai,gpt-4,1953,421,2374,2439,OK,0.01953,0.01263,0.03216,False
2026-01-02T17:02:22,C1_SMALL,Audit,mistral,mistral,1306,851,2157,549,OK,0.000392,0.000681,0.001073,False
2026-01-02T08:13:30,C1_SMALL,data_extractor,openai,gpt-4,979,480,1459,1108,OK,0.00979,0.0144,0.02419,False
2026-01-02T15:05:52,C1_SMALL,data_extractor,openai,gpt-3.5,711,1248,1959,1820,OK,0.000355,0.001872,0.002227,False
2026-01-02T09:37:38,C1_SMALL,Audit,mistral,mistral,148,646,794,488,OK,4.4e-05,0.000517,0.000561,False
2026-01-02T08:05:31,C1_SMALL,support_bot,openai,gpt-3.5,1404,41,1445,333,BLOCKED,0.000702,6.2e-05,0.000763,False
2026-01-02T14:29:17,C1_SMALL,support_bot,mistral,mistral,1848,364,2212,1814,OK,0.000554,0.000291,0.000846,False
2026-01-02T12:36:32,C1_SMALL,data_extractor,openai,gpt-3.5,150,1105,1255,1814,OK,7.5e-05,0.001657,0.001732,False
2026-01-02T11:27:29,C1_SMALL,support_bot,openai,gpt-3.5,1935,63,1998,401,OK,0.000968,9.5e-05,0.001062,False
2026-01-02T13:12:20,C1_SMALL,data_extractor,openai,gpt-3.5,351,822,1173,2130,OK,0.000175,0.001233,0.001409,False
2026-01-02T08:16:41,C1_SMALL,data_extractor,mistral,mistral,1412,1083,2495,882,OK,0.000424,0.000866,0.00129,False
2026-01-02T19:59:01,C1_SMALL,data_extractor,openai,gpt-3.5,1155,523,1678,2219,OK,0.000577,0.000785,0.001362,False
2026-01-02T19:37:15,C1_SMALL,support_bot,mistral,mistral,1384,1062,2446,1085,OK,0.000415,0.00085,0.001265,False
2026-01-02T17:30:50,C1_SMALL,ops_analyzer,openai,gpt-4,1173,1211,2384,1328,OK,0.01173,0.03633,0.04806,False
2026-01-02T21:53:06,C1_SMALL,Audit,openai,gpt-4,311,337,648,387,OK,0.00311,0.01011,0.01322,False
2026-01-02T15:46:52,C1_SMALL,Audit,mistral,mistral,1192,313,1505,2405,OK,0.000358,0.00025,0.000608,False
2026-01-02T08:51:17,C1_SMALL,Audit,openai,gpt-4,341,1480,1821,1660,OK,0.00341,0.0444,0.04781,False
2026-01-02T16:02:50,C1_SMALL,Audit,openai,gpt-3.5,1659,1372,3031,462,OK,0.00083,0.002058,0.002888,False
2026-01-02T18:15:11,C1_SMALL,data_extractor,openai,gpt-3.5,1793,1014,2807,2688,OK,0.000896,0.001521,0.002417,False
2026-01-02T16:12:14,C1_SMALL,data_extractor,mistral,mistral,1684,942,2626,371,OK,0.000505,0.000754,0.001259,False
2026-01-02T08:46:30,C1_SMALL,ops_analyzer,openai,gpt-3.5,1532,1320,2852,1691,OK,0.000766,0.00198,0.002746,False
2026-01-02T09:23:29,C1_SMALL,ops_analyzer,openai,gpt-4,1968,223,2191,632,OK,0.01968,0.00669,0.02637,False
2026-01-02T17:34:26,C1_SMALL,support_bot,openai,gpt-4,1655,481,2136,278,OK,0.01655,0.01443,0.03098,False
2026-01-02T09:54:26,C1_SMALL,ops_analyzer,mistral,mistral,104,732,836,2024,OK,3.1e-05,0.000586,0.000617,False
2026-01-02T07:19:24,C1_SMALL,Audit,openai,gpt-4,1864,1487,3351,1604,OK,0.01864,0.04461,0.06325,False
2026-01-02T16:53:20,C1_SMALL,ops_analyzer,mistral,mistral,1942,807,2749,1161,OK,0.000583,0.000646,0.001228,False
2026-01-02T16:40:31,C1_SMALL,data_extractor,openai,gpt-3.5,205,485,690,2728,OK,0.000102,0.000727,0.00083,False
2026-01-02T18:40:02,C1_SMALL,data_extractor,openai,gpt-3.5,1016,886,1902,1140,OK,0.000508,0.001329,0.001837,False
