timestamp,tenant_id,agent_id,provider,model,input_tokens,output_tokens,total_tokens,duration_ms,status,input_cost_usd,output_cost_usd,total_cost_usd,anomaly_flag
2026-01-12T06:16:30,C1_SMALL,ops_analyzer,mistral,mistral,356,1111,1467,822,OK,0.000107,0.000889,0.000996,False
2026-01-12T12:09:29,C1_SMALL,support_bot,mistral,mistral,604,31,635,77,BLOCKED,0.000181,2.5e-05,0.000206,False
2026-01-12T14:51:32,C1_SMALL,data_extractor,openai,gpt-4,1843,737,2580,2253,OK,0.01843,0.02211,0.04054,False
2026-01-12T13:53:33,C1_SMALL,ops_analyzer,openai,gpt-3.5,1879,99,1978,2763,OK,0.00094,0.000149,0.001088,False
2026-01-12T15:04:19,C1_SMALL,Audit,openai,gpt-4,825,804,1629,907,OK,0.00825,0.02412,0.03237,False
2026-01-12T13:23:04,C1_SMALL,ops_analyzer,openai,gpt-3.5,690,523,1213,1362,OK,0.000345,0.000785,0.00113,False
2026-01-12T05:53:53,C1_SMALL,ops_analyzer,openai,gpt-4,1129,925,2054,211,OK,0.01129,0.02775,0.03904,False
2026-01-12T18:31:39,C1_SMALL,ops_analyzer,openai,gpt-3.5,711,822,1533,2631,OK,0.000355,0.001233,0.001588,False
2026-01-12T14:31:10,C1_SMALL,ops_analyzer,openai,gpt-3.5,1850,761,2611,1397,OK,0.000925,0.001141,0.002066,False
2026-01-12T08:42:25,C1_SMALL,Audit,openai,gpt-4,1002,158,1160,1672,OK,0.01002,0.00474,0.01476,False
2026-01-12T10:12:22,C1_SMALL,Audit,openai,gpt-4,1075,470,1545,2835,OK,0.01075,0.0141,0.02485,False
2026-01-12T10:36:55,C1_SMALL,support_bot,openai,gpt-3.5,592,170,762,2130,OK,0.000296,0.000255,0.000551,False
2026-01-12T12:14:02,C1_SMALL,data_extractor,openai,gpt-3.5,1659,871,2530,1789,OK,0.00083,0.001306,0.002136,False
2026-01-12T15:35:26,C1_SMALL,support_bot,openai,gpt-4,1328,1182,2510,1959,OK,0.01328,0.03546,0.04874,False
2026-01-12T19:57:17,C1_SMALL,data_extractor,openai,gpt-4,427,879,1306,2271,OK,0.00427,0.02637,0.03064,False
2026-01-12T15:29:31,C1_SMALL,ops_analyzer,mistral,mistral,555,518,1073,932,OK,0.000167,0.000414,0.000581,False
2026-01-12T01:21:28,C1_SMALL,Audit,openai,gpt-4,631,1339,1970,2958,OK,0.00631,0.04017,0.04648,False
2026-01-12T12:11:48,C1_SMALL,ops_analyzer,openai,gpt-4,1139,1487,2626,1928,OK,0.01139,0.04461,0.056,False
2026-01-12T12:59:56,C1_SMALL,support_bot,mistral,mistral,269,38,307,70,ERROR,8.1e-05,3e-05,0.000111,False
2026-01-12T10:33:46,C1_SMALL,Audit,mistral,mistral,1155,14,1169,186,BLOCKED,0.000346,1.1e-05,0.000358,False
2026-01-12T08:58:08,C1_SMALL,Audit,openai,gpt-3.5,936,839,1775,2818,OK,0.000468,0.001259,0.001727,False
2026-01-12T16:09:21,C1_SMALL,ops_analyzer,openai,gpt-4,323,408,731,2993,OK,0.00323,0.01224,0.01547,False
2026-01-12T15:52:44,C1_SMALL,Audit,mistral,mistral,1307,1333,2640,2182,OK,0.000392,0.001066,0.001459,False
2026-01-12T13:07:08,C1_SMALL,Audit,openai,gpt-3.5,1861,1381,3242,1489,OK,0.000931,0.002071,0.003002,False
2026-01-12T08:38:01,C1_SMALL,support_bot,mistral,mistral,210,1269,1479,2318,OK,6.3e-05,0.001015,0.001078,False
2026-01-12T10:36:36,C1_SMALL,support_bot,mistral,mistral,1408,169,1577,2921,OK,0.000422,0.000135,0.000558,False
2026-01-12T16:56:51,C1_SMALL,support_bot,mistral,mistral,390,1255,1645,1447,OK,0.000117,0.001004,0.001121,False
2026-01-12T16:41:32,C1_SMALL,Audit,openai,gpt-4,320,968,1288,220,OK,0.0032,0.02904,0.03224,False
2026-01-12T16:21:52,C1_SMALL,support_bot,openai,gpt-3.5,570,610,1180,2847,OK,0.000285,0.000915,0.0012,False
2026-01-12T12:18:32,C1_SMALL,data_extractor,mistral,mistral,861,1217,2078,1115,OK,0.000258,0.000974,0.001232,False
2026-01-12T18:37:03,C1_SMALL,ops_analyzer,openai,gpt-3.5,1103,782,1885,848,OK,0.000552,0.001173,0.001724,False
2026-01-12T22:29:45,C1_SMALL,support_bot,openai,gpt-4,1370,755,2125,532,OK,0.0137,0.02265,0.03635,False
2026-01-12T01:02:21,C1_SMALL,ops_analyzer,openai,gpt-4,1486,1487,2973,1502,OK,0.01486,0.04461,0.05947,False
2026-01-12T12:15:33,C1_SMALL,Audit,openai,gpt-3.5,1562,659,2221,2732,OK,0.000781,0.000989,0.00177,False
2026-01-12T19:39:48,C1_SMALL,data_extractor,openai,gpt-3.5,972,738,1710,2613,OK,0.000486,0.001107,0.001593,False
2026-01-12T17:09:39,C1_SMALL,data_extractor,mistral,mistral,1309,20,1329,83,BLOCKED,0.000393,1.6e-05,0.000409,False
2026-01-12T15:27:40,C1_SMALL,ops_analyzer,openai,gpt-4,928,589,1517,2357,OK,0.00928,0.01767,0.02695,False
2026-01-12T07:00:46,C1_SMALL,Audit,openai,gpt-4,414,407,821,2522,OK,0.00414,0.01221,0.01635,False
2026-01-12T19:06:03,C1_SMALL,support_bot,openai,gpt-4,122,565,687,2071,OK,0.00122,0.01695,0.01817,False
2026-01-12T07:46:03,C1_SMALL,data_extractor,openai,gpt-3.5,1086,9,1095,232,ERROR,0.000543,1.3e-05,0.000557,False
2026-01-12T10:31:53,C1_SMALL,Audit,openai,gpt-3.5,1358,646,2004,724,OK,0.000679,0.000969,0.001648,False
2026-01-12T16:17:24,C1_SMALL,Audit,openai,gpt-3.5,126,809,935,1042,OK,6.3e-05,0.001214,0.001277,False
2026-01-12T14:54:47,C1_SMALL,ops_analyzer,mistral,mistral,1372,986,2358,1090,OK,0.000412,0.000789,0.0012,False
2026-01-12T13:44:19,C1_SMALL,support_bot,openai,gpt-4,801,889,1690,556,OK,0.00801,0.02667,0.03468,False
2026-01-12T03:14:36,C1_SMALL,ops_analyzer,openai,gpt-3.5,1508,678,2186,2917,OK,0.000754,0.001017,0.001771,False
2026-01-12T00:58:46,C1_SMALL,data_extractor,mistral,mistral,1776,392,2168,564,OK,0.000533,0.000314,0.000846,False
2026-01-12T10:22:02,C1_SMALL,ops_analyzer,mistral,mistral,1716,1487,3203,1782,OK,0.000515,0.00119,0.001704,False
2026-01-12T09:04:17,C1_SMALL,ops_analyzer,openai,gpt-4,981,1427,2408,2428,OK,0.00981,0.04281,0.05262,False
2026-01-12T13:55:58,C1_SMALL,support_bot,openai,gpt-3.5,1188,976,2164,2738,OK,0.000594,0.001464,0.002058,False
2026-01-12T10:04:02,C1_SMALL,data_extractor,openai,gpt-3.5,945,1053,1998,2904,OK,0.000472,0.001579,0.002052,False
2026-01-12T13:21:18,C1_SMALL,ops_analyzer,openai,gpt-4,1459,13,1472,499,ERROR,0.01459,0.00039,0.01498,False
2026-01-12T17:47:36,C1_SMALL,Audit,mistral,mistral,366,714,1080,2900,OK,0.00011,0.000571,0.000681,False
2026-01-12T12:53:49,C1_SMALL,ops_analyzer,openai,gpt-4,147,731,878,332,OK,0.00147,0.02193,0.0234,False
2026-01-12T23:06:04,C1_SMALL,ops_analyzer,openai,gpt-3.5,1965,612,2577,758,OK,0.000983,0.000918,0.001901,False
2026-01-12T18:24:47,C1_SMALL,data_extractor,openai,gpt-4,608,944,1552,2158,OK,0.00608,0.02832,0.0344,False
2026-01-12T16:51:32,C1_SMALL,Audit,mistral,mistral,1718,1107,2825,2985,OK,0.000515,0.000886,0.001401,False
2026-01-12T12:40:20,C1_SMALL,ops_analyzer,mistral,mistral,967,1175,2142,2162,OK,0.00029,0.00094,0.00123,False
2026-01-12T02:36:22,C1_SMALL,ops_analyzer,openai,gpt-3.5,1878,1195,3073,2942,OK,0.000939,0.001793,0.002731,False
2026-01-12T15:17:18,C1_SMALL,Audit,openai,gpt-3.5,1214,471,1685,715,OK,0.000607,0.000706,0.001313,False
2026-01-12T10:03:41,C1_SMALL,support_bot,openai,gpt-4,1115,361,1476,1230,OK,0.01115,0.01083,0.02198,False
