timestamp,tenant_id,agent_id,provider,model,input_tokens,output_tokens,total_tokens,duration_ms,status,input_cost_usd,output_cost_usd,total_cost_usd,anomaly_flag
2026-02-11T07:11:26,C1_SMALL,support_bot,mistral,mistral,1598,233,1831,1965,OK,0.000479,0.000186,0.000666,False
2026-02-11T09:09:33,C1_SMALL,Audit,openai,gpt-3.5,631,863,1494,1505,OK,0.000316,0.001295,0.00161,False
2026-02-11T14:21:42,C1_SMALL,ops_analyzer,openai,gpt-4,1250,1197,2447,295,OK,0.0125,0.03591,0.04841,False
2026-02-11T10:28:22,C1_SMALL,Audit,mistral,mistral,689,349,1038,1721,OK,0.000207,0.000279,0.000486,False
2026-02-11T16:11:29,C1_SMALL,data_extractor,openai,gpt-3.5,1008,938,1946,1568,OK,0.000504,0.001407,0.001911,False
2026-02-11T15:42:22,C1_SMALL,data_extractor,mistral,mistral,1926,1125,3051,1561,OK,0.000578,0.0009,0.001478,False
2026-02-11T12:43:45,C1_SMALL,ops_analyzer,openai,gpt-3.5,426,375,801,1692,OK,0.000213,0.000563,0.000776,True
2026-02-11T10:55:28,C1_SMALL,Audit,openai,gpt-3.5,1096,29,1125,472,ERROR,0.000548,4.4e-05,0.000592,False
2026-02-11T10:28:38,C1_SMALL,ops_analyzer,mistral,mistral,1929,38,1967,221,BLOCKED,0.000579,3e-05,0.000609,False
2026-02-11T09:14:53,C1_SMALL,data_extractor,openai,gpt-4,377,38,415,21831,TIMEOUT,0.00377,0.00114,0.00491,False
2026-02-11T13:45:01,C1_SMALL,ops_analyzer,mistral,mistral,1704,324,2028,1560,OK,0.000511,0.000259,0.00077,False
2026-02-11T09:48:41,C1_SMALL,support_bot,mistral,mistral,1049,13,1062,25815,TIMEOUT,0.000315,1e-05,0.000325,False
2026-02-11T11:56:09,C1_SMALL,data_extractor,openai,gpt-3.5,906,1318,2224,1675,OK,0.000453,0.001977,0.00243,False
2026-02-11T11:41:19,C1_SMALL,ops_analyzer,openai,gpt-3.5,1124,155,1279,534,OK,0.000562,0.000233,0.000795,False
2026-02-11T06:53:42,C1_SMALL,data_extractor,openai,gpt-4,607,199,806,735,OK,0.00607,0.00597,0.01204,False
2026-02-11T09:22:26,C1_SMALL,support_bot,mistral,mistral,1017,1275,2292,1993,OK,0.000305,0.00102,0.001325,False
2026-02-11T15:50:31,C1_SMALL,Audit,mistral,mistral,981,96,1077,21198,TIMEOUT,0.000294,7.7e-05,0.000371,False
2026-02-11T16:12:10,C1_SMALL,Audit,openai,gpt-4,524,624,1148,2734,OK,0.00524,0.01872,0.02396,False
2026-02-11T16:24:36,C1_SMALL,support_bot,mistral,mistral,1123,217,1340,739,OK,0.000337,0.000174,0.00051,False
2026-02-11T19:56:30,C1_SMALL,support_bot,openai,gpt-3.5,717,1234,1951,2188,OK,0.000358,0.001851,0.00221,False
2026-02-11T14:34:53,C1_SMALL,Audit,openai,gpt-3.5,1322,773,2095,938,OK,0.000661,0.00116,0.001821,False
2026-02-11T10:54:17,C1_SMALL,ops_analyzer,openai,gpt-4,528,1318,1846,1716,OK,0.00528,0.03954,0.04482,False
2026-02-11T06:31:35,C1_SMALL,ops_analyzer,mistral,mistral,821,1031,1852,1964,OK,0.000246,0.000825,0.001071,False
2026-02-11T20:48:20,C1_SMALL,support_bot,mistral,mistral,1072,44,1116,14159,TIMEOUT,0.000322,3.5e-05,0.000357,False
2026-02-11T16:44:38,C1_SMALL,data_extractor,openai,gpt-3.5,1950,1144,3094,432,OK,0.000975,0.001716,0.002691,False
2026-02-11T04:01:39,C1_SMALL,Audit,openai,gpt-4,320,692,1012,2162,OK,0.0032,0.02076,0.02396,False
2026-02-11T11:07:36,C1_SMALL,ops_analyzer,mistral,mistral,1816,10,1826,386,BLOCKED,0.000545,8e-06,0.000553,False
2026-02-11T09:55:23,C1_SMALL,data_extractor,openai,gpt-3.5,1340,548,1888,976,OK,0.00067,0.000822,0.001492,False
2026-02-11T09:37:28,C1_SMALL,support_bot,mistral,mistral,762,914,1676,859,OK,0.000229,0.000731,0.00096,False
2026-02-11T15:34:33,C1_SMALL,ops_analyzer,openai,gpt-3.5,1761,469,2230,1963,OK,0.00088,0.000704,0.001584,False
2026-02-11T01:16:58,C1_SMALL,support_bot,openai,gpt-4,1325,359,1684,809,OK,0.01325,0.01077,0.02402,False
2026-02-11T01:31:28,C1_SMALL,data_extractor,mistral,mistral,858,67,925,21394,TIMEOUT,0.000257,5.4e-05,0.000311,False
2026-02-11T09:45:09,C1_SMALL,ops_analyzer,openai,gpt-3.5,801,94,895,19406,TIMEOUT,0.000401,0.000141,0.000542,False
2026-02-11T20:16:42,C1_SMALL,ops_analyzer,mistral,mistral,719,420,1139,364,OK,0.000216,0.000336,0.000552,False
2026-02-11T17:40:07,C1_SMALL,Audit,openai,gpt-3.5,727,49,776,241,BLOCKED,0.000363,7.3e-05,0.000437,False
2026-02-11T14:15:13,C1_SMALL,ops_analyzer,openai,gpt-4,1355,1327,2682,2540,OK,0.01355,0.03981,0.05336,False
2026-02-11T15:42:45,C1_SMALL,Audit,openai,gpt-3.5,140,79,219,24681,TIMEOUT,7e-05,0.000119,0.000189,False
2026-02-11T20:38:40,C1_SMALL,support_bot,openai,gpt-4,1058,1167,2225,2905,OK,0.01058,0.03501,0.04559,False
2026-02-11T14:46:28,C1_SMALL,ops_analyzer,openai,gpt-4,695,1434,2129,1267,OK,0.00695,0.04302,0.04997,False
2026-02-11T06:45:02,C1_SMALL,Audit,openai,gpt-3.5,1382,1339,2721,2166,OK,0.000691,0.002008,0.002699,False
2026-02-11T15:12:58,C1_SMALL,ops_analyzer,openai,gpt-3.5,873,358,1231,1175,OK,0.000436,0.000537,0.000973,False
2026-02-11T16:07:10,C1_SMALL,data_extractor,openai,gpt-3.5,996,589,1585,2353,OK,0.000498,0.000883,0.001381,False
2026-02-11T15:03:02,C1_SMALL,support_bot,openai,gpt-3.5,1379,190,1569,982,OK,0.00069,0.000285,0.000974,False
2026-02-11T13:11:20,C1_SMALL,Audit,openai,gpt-4,1658,3,1661,226,BLOCKED,0.01658,9e-05,0.01667,False
2026-02-11T15:09:32,C1_SMALL,ops_analyzer,mistral,mistral,1892,177,2069,304,OK,0.000568,0.000142,0.000709,False
2026-02-11T17:40:42,C1_SMALL,data_extractor,mistral,mistral,506,1280,1786,873,OK,0.000152,0.001024,0.001176,False
2026-02-11T11:05:52,C1_SMALL,support_bot,openai,gpt-3.5,1174,871,2045,2581,OK,0.000587,0.001306,0.001893,False
2026-02-11T08:37:21,C1_SMALL,support_bot,openai,gpt-4,1921,926,2847,1642,OK,0.01921,0.02778,0.04699,False
2026-02-11T16:32:10,C1_SMALL,ops_analyzer,openai,gpt-3.5,1363,480,1843,2109,OK,0.000682,0.00072,0.001401,False
