timestamp,tenant_id,agent_id,provider,model,input_tokens,output_tokens,total_tokens,duration_ms,status,input_cost_usd,output_cost_usd,total_cost_usd,anomaly_flag
2026-02-03T11:50:55,C1_SMALL,ops_analyzer,mistral,mistral,332,1044,1376,1371,OK,0.0001,0.000835,0.000935,False
2026-02-03T16:42:03,C1_SMALL,support_bot,mistral,mistral,503,1303,1806,469,OK,0.000151,0.001042,0.001193,False
2026-02-03T08:18:56,C1_SMALL,support_bot,mistral,mistral,153,1446,1599,1956,OK,4.6e-05,0.001157,0.001203,False
2026-02-03T09:47:24,C1_SMALL,data_extractor,openai,gpt-3.5,1284,23,1307,181,ERROR,0.000642,3.4e-05,0.000677,False
2026-02-03T07:21:20,C1_SMALL,Audit,mistral,mistral,1713,209,1922,2131,OK,0.000514,0.000167,0.000681,False
2026-02-03T16:09:51,C1_SMALL,support_bot,openai,gpt-4,383,1468,1851,1654,OK,0.00383,0.04404,0.04787,False
2026-02-03T19:54:07,C1_SMALL,support_bot,openai,gpt-4,759,1015,1774,2811,OK,0.00759,0.03045,0.03804,False
2026-02-03T08:58:09,C1_SMALL,ops_analyzer,openai,gpt-4,1498,1255,2753,1096,OK,0.01498,0.03765,0.05263,False
2026-02-03T18:56:30,C1_SMALL,ops_analyzer,mistral,mistral,1426,799,2225,2699,OK,0.000428,0.000639,0.001067,False
2026-02-03T14:15:10,C1_SMALL,Audit,openai,gpt-3.5,1763,1086,2849,983,OK,0.000882,0.001629,0.002511,False
2026-02-03T11:46:29,C1_SMALL,data_extractor,openai,gpt-4,1981,887,2868,369,OK,0.01981,0.02661,0.04642,False
2026-02-03T07:05:38,C1_SMALL,support_bot,openai,gpt-3.5,113,461,574,242,OK,5.7e-05,0.000692,0.000748,False
2026-02-03T17:01:26,C1_SMALL,ops_analyzer,mistral,mistral,760,1188,1948,1207,OK,0.000228,0.00095,0.001178,False
2026-02-03T09:50:11,C1_SMALL,ops_analyzer,mistral,mistral,154,794,948,2671,OK,4.6e-05,0.000635,0.000681,False
2026-02-03T12:22:08,C1_SMALL,data_extractor,openai,gpt-3.5,244,366,610,1869,OK,0.000122,0.000549,0.000671,False
2026-02-03T16:48:13,C1_SMALL,ops_analyzer,openai,gpt-3.5,642,527,1169,1051,OK,0.000321,0.000791,0.001112,False
2026-02-03T13:38:35,C1_SMALL,support_bot,openai,gpt-3.5,216,1147,1363,1116,OK,0.000108,0.001721,0.001829,False
2026-02-03T09:11:11,C1_SMALL,ops_analyzer,openai,gpt-3.5,882,1341,2223,1745,OK,0.000441,0.002011,0.002452,False
2026-02-03T12:17:45,C1_SMALL,ops_analyzer,mistral,mistral,193,122,315,2651,OK,5.8e-05,9.8e-05,0.000155,False
2026-02-03T03:04:47,C1_SMALL,ops_analyzer,openai,gpt-3.5,815,244,1059,2254,OK,0.000407,0.000366,0.000773,False
2026-02-03T11:03:52,C1_SMALL,Audit,openai,gpt-4,296,90,386,664,OK,0.00296,0.0027,0.00566,False
2026-02-03T19:58:56,C1_SMALL,support_bot,mistral,mistral,104,436,540,1328,OK,3.1e-05,0.000349,0.00038,False
2026-02-03T13:27:11,C1_SMALL,support_bot,openai,gpt-3.5,841,355,1196,897,OK,0.00042,0.000532,0.000953,False
2026-02-03T15:05:17,C1_SMALL,Audit,openai,gpt-3.5,535,362,897,2082,OK,0.000267,0.000543,0.000811,False
2026-02-03T18:44:52,C1_SMALL,Audit,openai,gpt-4,682,944,1626,1423,OK,0.00682,0.02832,0.03514,False
