timestamp,tenant_id,agent_id,provider,model,input_tokens,output_tokens,total_tokens,duration_ms,status,input_cost_usd,output_cost_usd,total_cost_usd,anomaly_flag
2026-02-04T04:37:42,C1_SMALL,Audit,openai,gpt-4,236,774,1010,1468,OK,0.00236,0.02322,0.02558,False
2026-02-04T13:14:12,C1_SMALL,support_bot,mistral,mistral,1675,310,1985,2576,OK,0.000503,0.000248,0.000751,False
2026-02-04T19:05:23,C1_SMALL,Audit,mistral,mistral,400,1434,1834,1680,OK,0.00012,0.001147,0.001267,False
2026-02-04T15:32:39,C1_SMALL,Audit,mistral,mistral,1127,331,1458,1669,OK,0.000338,0.000265,0.000603,False
2026-02-04T15:47:36,C1_SMALL,support_bot,mistral,mistral,1604,238,1842,1431,OK,0.000481,0.00019,0.000672,False
2026-02-04T17:27:53,C1_SMALL,data_extractor,mistral,mistral,719,318,1037,1442,OK,0.000216,0.000254,0.00047,False
2026-02-04T16:39:43,C1_SMALL,support_bot,openai,gpt-3.5,649,461,1110,1251,OK,0.000325,0.000692,0.001016,False
2026-02-04T12:36:11,C1_SMALL,support_bot,openai,gpt-3.5,1622,272,1894,799,OK,0.000811,0.000408,0.001219,False
2026-02-04T10:17:20,C1_SMALL,Audit,openai,gpt-4,205,35,240,480,ERROR,0.00205,0.00105,0.0031,False
2026-02-04T07:46:13,C1_SMALL,data_extractor,mistral,mistral,380,1472,1852,2893,OK,0.000114,0.001178,0.001292,False
2026-02-04T13:53:26,C1_SMALL,ops_analyzer,openai,gpt-3.5,1988,1135,3123,2596,OK,0.000994,0.001703,0.002697,False
2026-02-04T17:09:38,C1_SMALL,ops_analyzer,openai,gpt-3.5,1489,1224,2713,2759,OK,0.000745,0.001836,0.00258,False
2026-02-04T15:06:52,C1_SMALL,ops_analyzer,openai,gpt-3.5,1100,283,1383,1808,OK,0.00055,0.000424,0.000974,False
2026-02-04T15:11:37,C1_SMALL,data_extractor,openai,gpt-3.5,1650,9,1659,458,ERROR,0.000825,1.3e-05,0.000838,True
2026-02-04T21:34:58,C1_SMALL,support_bot,openai,gpt-4,840,770,1610,326,OK,0.0084,0.0231,0.0315,False
2026-02-04T12:13:01,C1_SMALL,Audit,openai,gpt-3.5,952,1447,2399,2290,OK,0.000476,0.002171,0.002646,False
2026-02-04T15:40:26,C1_SMALL,Audit,mistral,mistral,1924,1135,3059,1693,OK,0.000577,0.000908,0.001485,False
2026-02-04T11:41:07,C1_SMALL,data_extractor,openai,gpt-3.5,1902,2,1904,20902,TIMEOUT,0.000951,3e-06,0.000954,False
2026-02-04T17:03:28,C1_SMALL,support_bot,openai,gpt-3.5,1339,913,2252,2046,OK,0.000669,0.00137,0.002039,False
2026-02-04T14:16:24,C1_SMALL,support_bot,mistral,mistral,1141,797,1938,2400,OK,0.000342,0.000638,0.00098,False
2026-02-04T10:20:16,C1_SMALL,data_extractor,mistral,mistral,1128,1334,2462,2997,OK,0.000338,0.001067,0.001406,False
2026-02-04T08:57:24,C1_SMALL,Audit,openai,gpt-3.5,1023,608,1631,2856,OK,0.000512,0.000912,0.001424,False
2026-02-04T23:34:46,C1_SMALL,support_bot,openai,gpt-4,962,13,975,58,ERROR,0.00962,0.00039,0.01001,False
2026-02-04T06:46:57,C1_SMALL,ops_analyzer,openai,gpt-4,914,429,1343,1472,OK,0.00914,0.01287,0.02201,False
2026-02-04T13:10:37,C1_SMALL,ops_analyzer,openai,gpt-4,118,1231,1349,2262,OK,0.00118,0.03693,0.03811,False
2026-02-04T16:24:03,C1_SMALL,data_extractor,openai,gpt-3.5,1912,857,2769,2746,OK,0.000956,0.001285,0.002242,False
2026-02-04T11:08:41,C1_SMALL,data_extractor,mistral,mistral,1502,1386,2888,2026,OK,0.000451,0.001109,0.001559,False
2026-02-04T10:23:34,C1_SMALL,support_bot,openai,gpt-3.5,754,1425,2179,1914,OK,0.000377,0.002138,0.002515,False
2026-02-04T18:19:35,C1_SMALL,data_extractor,openai,gpt-3.5,1251,194,1445,721,OK,0.000625,0.000291,0.000916,False
2026-02-04T09:53:52,C1_SMALL,support_bot,openai,gpt-3.5,1110,861,1971,809,OK,0.000555,0.001292,0.001847,False
2026-02-04T11:55:42,C1_SMALL,data_extractor,openai,gpt-3.5,1345,1267,2612,1884,OK,0.000673,0.0019,0.002573,False
2026-02-04T09:08:34,C1_SMALL,Audit,openai,gpt-3.5,1484,919,2403,2705,OK,0.000742,0.001379,0.00212,False
2026-02-04T20:48:25,C1_SMALL,support_bot,openai,gpt-3.5,429,1487,1916,2948,OK,0.000215,0.002231,0.002445,False
2026-02-04T10:19:00,C1_SMALL,ops_analyzer,mistral,mistral,1393,507,1900,272,OK,0.000418,0.000406,0.000824,False
2026-02-04T19:48:06,C1_SMALL,Audit,mistral,mistral,1902,223,2125,2796,OK,0.000571,0.000178,0.000749,False
2026-02-04T17:37:34,C1_SMALL,ops_analyzer,openai,gpt-3.5,407,156,563,2369,OK,0.000203,0.000234,0.000437,False
2026-02-04T14:31:32,C1_SMALL,support_bot,mistral,mistral,1098,381,1479,2732,OK,0.000329,0.000305,0.000634,False
2026-02-04T10:10:48,C1_SMALL,data_extractor,openai,gpt-3.5,335,997,1332,958,OK,0.000168,0.001496,0.001663,False
2026-02-04T09:36:28,C1_SMALL,ops_analyzer,openai,gpt-4,815,439,1254,2424,OK,0.00815,0.01317,0.02132,False
2026-02-04T13:02:22,C1_SMALL,support_bot,openai,gpt-3.5,1157,336,1493,1734,OK,0.000579,0.000504,0.001083,False
2026-02-04T04:34:37,C1_SMALL,Audit,openai,gpt-4,330,1475,1805,539,OK,0.0033,0.04425,0.04755,False
2026-02-04T14:15:12,C1_SMALL,ops_analyzer,mistral,mistral,1926,82,2008,2892,OK,0.000578,6.6e-05,0.000643,False
2026-02-04T09:37:59,C1_SMALL,support_bot,openai,gpt-3.5,1419,1129,2548,1672,OK,0.00071,0.001694,0.002403,False
2026-02-04T07:59:25,C1_SMALL,Audit,openai,gpt-4,1913,1265,3178,856,OK,0.01913,0.03795,0.05708,False
2026-02-04T07:00:47,C1_SMALL,support_bot,mistral,mistral,1545,1023,2568,1444,OK,0.000463,0.000818,0.001282,False
2026-02-04T17:12:19,C1_SMALL,support_bot,mistral,mistral,267,782,1049,1504,OK,8e-05,0.000626,0.000706,False
2026-02-04T10:52:23,C1_SMALL,data_extractor,mistral,mistral,1150,143,1293,2168,OK,0.000345,0.000114,0.000459,False
2026-02-04T13:24:05,C1_SMALL,Audit,openai,gpt-3.5,1785,193,1978,2006,OK,0.000892,0.000289,0.001182,False
2026-02-04T17:32:28,C1_SMALL,data_extractor,openai,gpt-3.5,220,1146,1366,761,OK,0.00011,0.001719,0.001829,False
